,SoS091a_CP04272_S249_L001,SoS055a_CP04272_S217_L001,UG006_CP04272_S262_L001,SoS042a_CP04272_S215_L001,SoS036a_CP04272_S211_L001,9B1L_CP04272_S278_L001,SoS024a_CP04272_S197_L001,SoS070a_CP04272_S227_L001,SoS078b_CP04272_S236_L001,SoS017a_CP04272_S191_L001,SoS098b_CP04272_S252_L001,P060_CP04272_S338_L001,P006_CP04272_S287_L001,SoS002a_CP04272_S177_L001,P012_CP04272_S291_L001,P031_CP04272_S310_L001,SoS081a_CP04272_S241_L001,P043_CP04272_S322_L001,SoS008a_CP04272_S185_L001,P026_CP04272_S305_L001,UG004_CP04272_S260_L001,SoS025a_CP04272_S199_L001,SoS098a_CP04272_S251_L001,SoS079b_CP04272_S238_L001,SoS017b_CP04272_S192_L001,SoS008b_CP04272_S186_L001,SoS081b_CP04272_S242_L001,SoS014a_CP04272_S189_L001,P009_CP04272_S288_L001,SoS042b_CP04272_S216_L001,SoS065b_CP04272_S224_L001,UG005_CP04272_S261_L001,SoS035a_CP04272_S209_L001,P004_CP04272_S285_L001,P018_CP04272_S297_L001,UG001_CP04272_S257_L001,SoS006b_CP04272_S184_L001,2B1L_CP04272_S276_L001,SoS078a_CP04272_S235_L001,SoS006a_CP04272_S183_L001,P041_CP04272_S320_L001,SoS065a_CP04272_S223_L001,P024_CP04272_S303_L001,P033_CP04272_S312_L001,SoS036b_CP04272_S212_L001,P055_CP04272_S333_L001,P010_CP04272_S289_L001,P001_CP04272_S282_L001,P019_CP04272_S298_L001,SoS018a_CP04272_S193_L001,SoS091b_CP04272_S250_L001,SoS018b_CP04272_S194_L001,P015_CP04272_S294_L001,P036_CP04272_S315_L001,SoS005b_CP04272_S182_L001,P056_CP04272_S334_L001,P051_CP04272_S330_L001,SoS082b_CP04272_S244_L001,SoS039b_CP04272_S214_L001,P023_CP04272_S302_L001,P034_CP04272_S313_L001,SoS077a_CP04272_S233_L001,SoS011b_CP04272_S188_L001,SoS033a_CP04272_S207_L001,P003_CP04272_S284_L001,SoS077b_CP04272_S234_L001,P057_CP04272_S335_L001,SoS082a_CP04272_S243_L001,SoS075a_CP04272_S231_L001,SoS039a_CP04272_S213_L001,UG009_CP04272_S263_L001,SoS031b_CP04272_S206_L001,SoS014b_CP04272_S190_L001,SoS075b_CP04272_S232_L001,P046_CP04272_S325_L001,P017_CP04272_S296_L001,P021_CP04272_S300_L001,SoS004a_CP04272_S179_L001,16B1NL_CP04272_S343_L001,P044_CP04272_S323_L001,P053_CP04272_S332_L001,SoS005a_CP04272_S181_L001,SoS087b_CP04272_S248_L001,9B1NL_CP04272_S279_L001,SoS035b_CP04272_S210_L001,SoS025b_CP04272_S200_L001,P029_CP04272_S308_L001,P059_CP04272_S337_L001,P025_CP04272_S304_L001,SoS027b_CP04272_S202_L001,SoS085b_CP04272_S246_L001,SoS069a_CP04272_S225_L001,P040_CP04272_S319_L001,UG010_CP04272_S264_L001,P042_CP04272_S321_L001,P013_CP04272_S292_L001,SoS004b_CP04272_S180_L001,P058_CP04272_S336_L001,SoS011a_CP04272_S187_L001,SoS063b_CP04272_S222_L001,P038_CP04272_S317_L001,P050_CP04272_S329_L001,SoS063a_CP04272_S221_L001,P027_CP04272_S306_L001,P011_CP04272_S290_L001,P032_CP04272_S311_L001,SoS087a_CP04272_S247_L001,SoS073a_CP04272_S229_L001,P020_CP04272_S299_L001,SoS069b_CP04272_S226_L001,17B1NL_CP04272_S273_L001,SoS085a_CP04272_S245_L001,P005_CP04272_S286_L001,P048_CP04272_S327_L001,P045_CP04272_S324_L001,SoS080a_CP04272_S239_L001,SoS024b_CP04272_S198_L001,P037_CP04272_S316_L001,SoS070b_CP04272_S228_L001,P049_CP04272_S328_L001,SoS055b_CP04272_S218_L001,SoS060a_CP04272_S219_L001,SoS002b_CP04272_S178_L001,SoS023a_CP04272_S195_L001,SoS100a_CP04272_S255_L001,P022_CP04272_S301_L001,SoS060b_CP04272_S220_L001,P016_CP04272_S295_L001,P035_CP04272_S314_L001,SoS023b_CP04272_S196_L001,P047_CP04272_S326_L001,17B1L_CP04272_S344_L001,P002_CP04272_S283_L001,UG003_CP04272_S259_L001,SoS100b_CP04272_S256_L001,P039_CP04272_S318_L001,SoS079a_CP04272_S237_L001,P030_CP04272_S309_L001,2B1NL_CP04272_S277_L001,P028_CP04272_S307_L001,SoS099a_CP04272_S253_L001,SoS099b_CP04272_S254_L001,P052_CP04272_S331_L001,SoS080b_CP04272_S240_L001,UG002_CP04272_S258_L001,SoS073b_CP04272_S230_L001,P014_CP04272_S293_L001
apm acetyltransferase,0,1.07E-05,0,0,7.67E-05,4.80E-05,0,0,0,0,0,0,5.13E-05,0,0,0,0,0,0,0,0,0,0,0,1.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26E-06,0.000230915,0.000155784,0,0,0,0,0,0,0,0,0,0,0,0,1.31E-05,0,0,2.72E-05,0,0,0,0,0,0,3.68E-05,0,0,0.000365877,9.23E-06,0,2.39E-05,0,0,0,0,0,7.14E-05,0,0,0,0,0,0,0,0,6.45E-05,0,0,0,0,0,0,4.11E-05,0,4.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76E-05,0,0,0,4.56E-05,1.68E-05,0,0
MYX beta-lactamase,0,2.14E-05,5.07E-05,0,0,0,0,0.000219195,0,0.000281363,5.13E-05,5.43E-05,0,0.000146275,0,0,9.42E-05,0,0,0,1.75E-05,0,7.25E-05,0,3.20E-05,0,3.12E-05,0.000311937,0,0,0,0,0.000978865,0,0,0,0,0,5.10E-06,0,0,0,5.58E-06,0,0,0,5.42E-05,0,0,0,8.20E-05,1.02E-05,0,5.89E-06,0,4.92E-05,0,0,0,0,0.000765697,0,0,0,0,0,0,6.49E-05,3.92E-05,0,0,0,0,3.89E-05,0.000100869,6.80E-06,0,8.51E-05,9.19E-05,2.79E-05,0,0,0,0,2.39E-05,0,6.52E-05,0,0,3.11E-05,0.00024284,4.42E-05,0,1.81E-05,0.000228232,0,0,0,7.82E-06,0,0,0,1.68E-05,0,0,0.000156671,4.11E-05,2.04E-05,0,0,0,0.000137998,0,0,0,0,0,0,0.000235287,0,2.04E-05,0,0,9.71E-06,0,0,0,0,0.000607903,0,0,0,0,1.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
capreomycin phosphotransferase,0,1.07E-05,0,0,0,0,0,1.69E-05,0,2.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20E-05,6.60E-05,0,0,0,0,0,2.43E-05,0,0,0,0,0,0,0,0,0,1.11E-05,5.58E-06,0,0,0,0,0,0,2.58E-05,4.10E-05,8.17E-05,0,0,2.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06E-05,0,0,0,7.43E-05,0,0.000202262,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65E-05,0,0,0,0,0,0,0,0,0,8.42E-06,0,0,0.00059535,0,0,0,0,0,0,0,0,0,5.10E-05,3.83E-05,0.000168719,0,0,2.04E-05,0,0,0,0,0,5.10E-05,0,0,0,0,0,0,5.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
lipid A acyltransferase;polymyxin resistance operon,0,1.07E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECF transporter S component,0,2.14E-05,0,0,0,0,0,0,0,2.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000287003,2.04E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16E-05,0,0,0,0,2.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000138841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERA beta-lactamase,0,2.14E-05,0,0,0,0,0,0,0,2.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12E-05,0,3.47E-05,0,0,4.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEM beta-lactamase,0,1.07E-05,0.000101353,0,0,0.000192141,0,8.43E-06,0,3.67E-05,0,0,0,0,0,0,0,0,0,1.73E-05,0,0,0,0,0.00011217,1.65E-05,0.016349744,0,0,0,0.000121945,9.73E-05,4.45E-05,0.007751938,8.10E-05,3.05E-05,0,0,0,0,0,0.000105611,1.12E-05,0.001869159,0,0,0,0,0,3.44E-05,0,3.06E-05,0,1.26E-06,0,8.20E-06,0,6.65E-05,0,0,0,0,0,0,0,0,0,0,2.62E-05,0,6.24E-05,0,0,0,0,0,0,0,0.000386136,9.98E-06,0.00204499,0,0,0,0,0,0,0,0,1.86E-05,0,0,0,3.61E-05,3.80E-05,0,0,2.14E-05,0,0,0,1.67E-05,0,0.000288663,0,0,0,0,1.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109821,0,0,0,0,0,0,0,0,0,0.004424779,5.18E-05,0,0,3.51E-05,2.53E-05,0,0.000225303,6.39E-05,0,0,0
CTX-M beta-lactamase,0,1.07E-05,0,0,0,0.000192141,0,3.37E-05,0,2.45E-05,0,0,5.13E-05,0,0,0,0,0,0,0,0,0,0,9.75E-06,0.000144219,0,4.45E-06,0,0,0,0,2.43E-05,0,0,4.05E-05,3.05E-05,3.56E-05,0,0,0,0,0,3.35E-05,0.00046729,0.000129057,0,0,3.57E-05,0,0,0,7.15E-05,0,3.79E-06,0,8.20E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,8.24E-06,0,0,0.000105891,1.95E-05,1.01E-05,0,0,0,0.000257424,3.99E-06,0,3.85E-05,0,0,0,0,0,0,0,0,0,0,6.20E-05,0,0,0,0,0,0,0,0,0,0,7.22E-05,0,0,4.11E-05,2.04E-05,0,0,0.000173551,0,0,0,0,0,0,0,0,0,0,0,0,2.91E-05,0,0,0,0,0,0,0,0,0,3.82E-05,0,0,0,0,6.71E-05,0,0,0,0.000165222,6.39E-05,0,0,0
non-erm 23S ribosomal RNA methyltransferase (A1067),0,4.27E-05,0,0.000568728,0,0,0,8.43E-06,0.000852692,0,0,0,0,0.000438826,1.85E-05,0,0,0,0,0.000398859,3.51E-05,0.00019276,0,0.000419116,0.00011217,3.30E-05,0,0,0,0.000517803,0.00051217,0,0,0,0,0.00041188,0.000748032,0.001381437,0.000760177,0.000954092,0,0.000166754,5.58E-05,0,0,0,0.000180561,5.72E-05,0,0.000472484,0,0.000265469,0,0.000165452,0.000369464,0,0,0,0.000190056,0.000217061,0,0.000657987,0.000602126,0.000647314,0.000552391,0.000628949,0,0.000692064,7.85E-05,0.000750225,2.08E-05,0.000272224,0,0,0,0,0,0.000799918,7.35E-05,5.59E-05,0,0.000327364,1.85E-05,0.000248667,0.000311124,0.000405442,0,0,0.000668003,0.000441378,2.86E-05,0.000618484,3.10E-05,0,0,0,0.001057134,0.00025015,0.000625318,0.00068795,0,0.000150159,0.000673934,7.22E-05,0,0.000501347,0,0.00055001,0,0.000495045,0,6.90E-05,0,0.000474834,0,0,0,0.001687194,0,0,0,0.000763963,0.000489293,2.91E-05,0,0,7.65E-05,0,0,0.000176722,0.000283086,0,0,3.82E-05,3.21E-05,0,0.000543703,0.003420753,0.000738007,0,0.000151699,0.000246216,0.000255343,9.13E-06,0.000395317,0.00055244,0.000227247
ampC-type beta-lactamase,0,1.07E-05,0,3.92E-05,0,0,0,8.43E-06,0,0.000342529,0.000102633,0.00010866,0.00038502,6.09E-05,0,0,0.000188313,0,0,0,0,0.000154208,1.81E-05,0,0.000240365,3.30E-05,0.000142404,0.000381256,0,0,0,0,0.000845384,0,0.000107977,1.53E-05,5.94E-05,0,0,4.77E-05,0.000368324,1.67E-05,2.23E-05,0,2.15E-05,0,9.03E-06,0,0,8.59E-06,0.000287003,3.06E-05,0,8.00E-06,0.000207823,9.84E-05,0.00155521,0,0,0.000542652,0,5.60E-05,0,0,1.90E-05,0,0,4.33E-05,0.000130762,0,0.000103948,0,0,1.95E-05,0,6.80E-06,0,1.70E-05,1.84E-05,2.39E-05,0,3.85E-05,0,4.97E-05,0.000729944,0,0.000228318,0,0,4.35E-05,0.000185701,2.21E-05,0,0.000144587,0,0,0,7.15E-06,0,2.15E-05,0,0,0,7.22E-05,0,3.13E-05,6.16E-05,0,0.000200244,0,6.94E-05,0.000344994,0,0,0,0,0,0.000674878,0,0,0,0,0,3.88E-05,0,0,0,0,0,8.84E-05,0,0,0.001566852,0,3.21E-05,0,0,0,6.71E-05,0,0,1.45E-05,0.000540727,5.48E-05,0,2.76E-05,0
General Bacterial Porin with reduced permeability to beta-lactams;resistance-nodulation-cell division (RND) antibiotic efflux pump,0,0,5.07E-05,0,0,0,0,8.43E-06,0,6.12E-05,0,0.00010866,0,0,0,0,0,0,0,0,0,0,3.62E-05,0,0.000240365,0,0,0,0,0,0,0,0,0,0,0,1.19E-05,0,0,0,0,2.78E-05,0,0.00046729,0,0,0,1.43E-05,0,3.44E-05,4.10E-05,1.02E-05,0,0,0,1.64E-05,0,0,0,0.000217061,0.001020929,0,0,0,0,0,0,4.33E-05,1.31E-05,0,6.24E-05,5.44E-05,0.000211782,0,0,0,0,0,0.000588398,0,0,0.00011554,0,0,0,0,9.79E-05,0,0.001336005,0,0.000142847,0,0,0,0,0,0,0,1.56E-05,0,0,3.34E-05,0,0.001659811,0,6.27E-05,0,0,0,0,0.000242971,6.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,3.81E-05,0,0,0.000650936,0,0,0,6.81E-05,0,0.000133815,6.41E-05,0,0,0,0,0.000210752,2.53E-05,0,0.000555747,9.13E-06,0,0,0
ATP-binding cassette (ABC) antibiotic efflux pump;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,0,0,0.000658795,9.81E-05,7.67E-05,0.00072053,0,5.06E-05,0,0.000183497,0,0.000380311,0.000359352,0,0,0,0,0,0,0,3.51E-05,0,0.000235516,3.90E-05,0.0012499,0.00032987,4.45E-06,0,0.000877578,0,0,0.000170354,0.001245829,0,0,3.05E-05,2.37E-05,6.43E-05,0,0,0,5.56E-06,0.000133828,0.000233645,0.000193586,0.033472803,0,7.15E-06,0,6.87E-05,0,0.000265469,0.001875,7.16E-06,0.000254006,3.28E-05,0,0.000133032,0,0.000217061,0.001531394,0,6.92E-06,0,0,0,0,0.000173016,0.000156914,0,2.08E-05,0,0.000141188,0.000233618,0.000121043,0,0.000148699,1.70E-05,0.000827434,2.39E-05,0,9.63E-05,9.23E-06,0.000161633,0.000251292,1.03E-05,0.000130467,0.001311475,0.005344021,0,0.000114278,0,0.000278901,0.000198807,3.80E-05,0,0,0,0,0.000107492,0.000751315,0,1.68E-05,0.002164971,0,0,0.000677757,4.07E-05,4.77E-05,0,6.94E-05,0.000206996,0.000515066,1.51E-05,0,0,0,0.000337439,7.35E-05,0.001331558,0,0,6.52E-05,1.94E-05,7.63E-05,0,0,0,0,1.77E-05,0.001132343,0.000476774,0.000348189,0.000382329,3.21E-05,0,5.18E-05,0.001140251,0.000285139,0.000105376,5.06E-05,7.24E-05,0.000585788,0.000310315,8.41E-06,0,0
General Bacterial Porin with reduced permeability to beta-lactams,0,0,0.000101353,0,0.003066309,0.00062446,0.000357398,0,0,0.000171264,0,0.000597631,0.000333684,4.88E-05,0.000350728,0.00177305,0,0.001711202,0.000246873,1.73E-05,5.26E-05,7.71E-05,0.000163049,0,0.001073632,0.000107208,4.01E-05,0.000138639,0.004826678,0,0,0.000146017,0.002135706,0,0.001228236,1.53E-05,3.56E-05,0,0,6.36E-05,0.001473297,0,2.23E-05,0.000934579,0.000258114,0,6.32E-05,5.72E-05,0.011666667,4.30E-05,0.000246002,0.000245048,0.001875,0,4.62E-05,3.28E-05,0.00466563,0,0.000190056,0,0.003062787,0,0,0,0,1.91E-05,0,1.08E-05,0,0,0.000103948,5.44E-05,0.000247079,5.84E-05,4.03E-05,0,0,8.51E-05,0.000845821,6.39E-05,0.000681663,0.000385134,0,0.0001865,0.00045472,0,0.000195701,0.001311475,0,2.49E-05,0,0,0.000123956,0,7.61E-05,0.000810373,0,1.43E-05,0,0,0,1.67E-05,8.42E-06,0.001082485,0.007305936,0.000344676,0,0.000101854,1.91E-05,0,0.000451232,0.000137998,0.003862993,0,0,0.000102004,3.83E-05,0.000506158,4.41E-05,0,2.04E-05,2.73E-05,0,0,0.000114412,0.000178459,0.000204128,0,0.004255319,0.000106033,0,0.000136221,0.000696379,0.000133815,0.000128234,0,0,0.00627138,0.00011741,0.000122939,3.79E-05,0.000246216,0.00073599,6.39E-05,0,0.000110488,0.000681741
CepA beta-lactamase,0,0,5.07E-05,0,0,0,0,0,0,0,0.000153949,0,0,0,0,0,0,0,0,0,0,0,0,0,8.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15E-05,0,0,1.43E-05,0,0,0.000246002,0,0,0,2.31E-05,0,0,0,3.80E-05,0,0,0,0,0,0,0,0,0,2.62E-05,0,0,0,0,0,0,0,0,3.40E-05,7.35E-05,0,0,0,0,4.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000144331,0,0,0,0,0,0,6.94E-05,0,0.000772599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000174095,1.91E-05,0,0,0,0,0,3.51E-05,0,0,0,2.74E-05,0,0,0
MCR phosphoethanolamine transferase,0,0,5.07E-05,0.00015689,0.000843235,0.001248919,6.50E-05,3.37E-05,0,0.000207964,0,0.000543301,0.011884289,0,0.000461485,0.002659574,0,0,4.11E-05,0,0.000210338,0.00019276,7.25E-05,0,0.000721096,0.000189675,0.000115703,3.47E-05,0,2.16E-05,2.44E-05,0.00019469,0.003559511,0,9.45E-05,0.000396626,1.19E-05,0.000289138,0,0,0.000736648,5.00E-05,0.000167285,0.000934579,0.000408681,0,7.22E-05,1.43E-05,0.006666667,0.000223356,0.000287003,0.000663672,0.00625,7.41E-05,0.000323281,3.28E-05,0,0.000332579,5.70E-05,0.000325591,0.00229709,0,0,0.000995867,0,0,0,6.49E-05,0.000588428,8.24E-06,0.000602898,0.00046278,0.000317673,0.00155745,0,0,0,0.000476547,0.005166866,4.39E-05,0.00408998,0.000192567,0,0.000584366,0.000263259,0,0,0,0,6.22E-06,0.000899936,0,0.000325385,9.04E-05,0.000190194,0.007293355,4.92E-05,1.43E-05,3.13E-05,4.30E-05,0,5.01E-05,8.42E-05,0.002164971,0,0.001253368,0.000554529,0,0.000114425,0,0.000242971,0.000275995,0.021375225,0,0,0,0.000267963,0.001012317,0.000102938,0.001331558,0,0.000827626,0,6.79E-05,0.000152549,0.0003981,7.65E-05,0,0,7.07E-05,0,0.001225991,0.004352368,0.000382329,0,0.004424779,0.000129453,0,0.00051996,0.000122939,1.26E-05,5.79E-05,6.01E-05,0.000264681,0.00042055,0,0.002045222
ALG6 beta-lactamases,0,0,0.000101353,0,0.000306631,0,0,0,0,6.12E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23E-05,0,0,0,0,0,0,0,0,1.02E-05,0,0,0.000138549,0,0,0,0,0,0,0,0,0,3.81E-05,0,0,0,6.54E-05,0,0,0,0,3.89E-05,0,0,0,6.81E-05,0.000367748,0,0,9.63E-05,0,4.97E-05,0,0,0,0,0,0,2.86E-05,0,0,0,0,0,2.46E-05,0,0,0,0,0,1.68E-05,0,0,3.13E-05,0,0,0,0,0,0.000206996,0,0,0,0,0,0,0,0,0,0.000154612,0,0,0,0,0,0,0,3.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,9.13E-06,1.68E-05,0,0
APH(9),0,0,0,3.92E-05,0,0,0,0,0,0.000305829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.61E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67E-05,0.00046729,0,0,0,0,0,0,0,5.11E-05,0,0,0,0,0,0,0,0,0.000255232,0,0,0,0,0,0,0,0,0,0,4.08E-05,0,0,1.01E-05,0,0,0,5.52E-05,0,0,0,0,0.0001492,2.39E-05,0,0,0,0,0,2.86E-05,0,0,0,0,0,0,1.43E-05,0,0,0,0,0,7.22E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82E-05,0,0.002212389,0,0,1.68E-05,0,0,0,0,9.13E-06,0,0,0
OKP beta-lactamase,0,0,0,0.00015689,0,0.000192141,0,0,5.92E-06,0,0,0.00021732,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65E-05,0,0,0,0,0,0,0,0,0,0,1.19E-05,0,0,0,0,0,5.58E-06,0,0,0,0,0,0,0,0,0,0,4.21E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92E-05,0,0,0,0,0,0,0,0,1.70E-05,1.84E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91E-05,0,2.94E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000270364,4.56E-05,0,0,0
ROB beta-lactamase,0,0,0,1.96E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59E-05,0,0,0,2.53E-05,0,0,9.13E-06,0,0,0
ESP beta-lactamase,0,0,0,0,0.000229973,0,0,0,0,0,5.13E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001545197,0,0,0,0,0,1.47E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Target protecting FusB-type protein conferring resistance to Fusidic acid,0,0,0,0,0.000613262,4.80E-05,0,8.43E-06,0,0,5.13E-05,0,0,6.09E-05,0,0,9.42E-05,0,0,0,0,0,0,0,0,0,4.45E-05,0.000346596,0.003510312,0,0,4.87E-05,0.000311457,0,0,0,0,0,0,0,0,0,1.12E-05,0,0,0,1.81E-05,0,0,8.59E-06,4.10E-05,0,0,6.15E-05,2.31E-05,0,0,0,0,0.003364445,0,0,0,0,0,0,0,0,0,0,0,6.81E-05,7.06E-05,0,0,0,0,0,0.000220649,0,0,3.85E-05,0,0.000236233,0.000466686,0,0,0,0,0,2.86E-05,0,3.10E-05,0,0,0,0,0,0,0,0,0,0,0.00050516,0,3.13E-05,0,0,0,0,0.004512322,0,0,0,0,0,0,0,0,0,0,0,0,9.71E-06,0,0,0,0,0,0,0,0.000136221,0,0,0,0,0,0,0.000184502,0.000122939,0,0,0,0,0,0,0
EXO beta-lactamase,0,0,0,0,0.000229973,0,0,0,0,1.22E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12E-05,0,0,0,0,2.44E-05,0,0,0,0,1.53E-05,0,0,0,0,0,0,1.12E-05,0,0,0,0,0,0,0,0,1.02E-05,0,1.68E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92E-05,0,2.08E-05,0,7.06E-05,3.89E-05,0,0,0,0,7.35E-05,0,0.001363327,0,0,0,0,0,0,0,0,0,2.86E-05,0,0,0,0,0,0,0,0,2.15E-05,0.004507889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000506158,0,0,0,0,1.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76E-05,0,0,0,0.000155158,0,0,0
Llm 23S ribosomal RNA methyltransferase,0,0,0,0,0.000306631,0.001200884,0,1.69E-05,0,0.000122332,0.000102633,0.00021732,0.000231012,0,0,0,0,0,8.23E-05,0,0,0,0,9.75E-06,0.000448682,9.07E-05,0,6.93E-05,0,0,0,2.43E-05,0,0,0,0,0,0,0,0,0,0,6.13E-05,0.000934579,0.000537738,0,0,0,0,4.30E-05,0.000205002,2.04E-05,0,7.16E-06,0,0,0,0.000399095,0.000190056,0,0.000510465,0,1.38E-05,0,3.81E-05,0,0,2.16E-05,2.62E-05,8.24E-06,0.000166317,0,3.53E-05,9.73E-05,0,0,0,1.70E-05,0.000625172,7.98E-06,0,0.000134797,1.85E-05,0.0002238,3.59E-05,0,0.000195701,0,0,0,0.000114278,0,4.65E-05,1.81E-05,7.61E-05,0,0,0,0,4.30E-05,0,1.67E-05,5.90E-05,0.002020639,0,0,8.22E-05,0,0,1.01E-05,6.94E-05,0.000275995,0.000257533,0,0,0,0,0.001012317,0,0.001331558,0,0,0,0,3.81E-05,0.000302007,0,0,0,1.77E-05,0,0,0,3.82E-05,0.000160292,0,0,0,0.000134183,8.78E-05,0,0,9.01E-05,0.00011865,0,5.52E-05,0
DHT2 beta-lactamase,0,0,0,0,7.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10E-05,0,0.000625,0,0,8.20E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74E-05,0,0,0
